pizza_id,order_id,order_date,order_time,day_of_week,is_weekend,month_name,quarter,time_of_day,pizza_name_id,pizza_name,pizza_category,pizza_size,pizza_ingredients,is_vegetarian,quantity,order_size,unit_price,total_price,revenue_category
6025,2673,2015-02-14,14:07:03,Saturday,Weekend,Feb,Q1,Lunch,southw_ckn_s,The Southwest Chicken Pizza,Chicken,S,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,12.75,12.75,Standard
6026,2674,2015-02-14,14:15:01,Saturday,Weekend,Feb,Q1,Lunch,veggie_veg_s,The Vegetables + Vegetables Pizza,Veggie,S,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,12.0,12.0,Standard
6027,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6028,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,cali_ckn_s,The California Chicken Pizza,Chicken,S,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,12.75,12.75,Standard
6029,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
6030,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
6031,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
6032,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
6033,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,mexicana_l,The Mexicana Pizza,Veggie,L,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,20.25,20.25,Premium
6034,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,pep_msh_pep_m,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,M,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,14.5,14.5,Standard
6035,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,sicilian_s,The Sicilian Pizza,Supreme,S,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,12.25,12.25,Standard
6036,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6037,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,spinach_supr_m,The Spinach Supreme Pizza,Supreme,M,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,2,Medium,16.5,33.0,Standard
6038,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,the_greek_l,The Greek Pizza,Classic,L,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,20.5,20.5,Premium
6039,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,veggie_veg_m,The Vegetables + Vegetables Pizza,Veggie,M,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,16.0,16.0,Standard
6040,2675,2015-02-14,14:41:49,Saturday,Weekend,Feb,Q1,Lunch,veggie_veg_s,The Vegetables + Vegetables Pizza,Veggie,S,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,12.0,12.0,Standard
6041,2676,2015-02-14,15:17:34,Saturday,Weekend,Feb,Q1,Afternoon,ital_cpcllo_m,The Italian Capocollo Pizza,Classic,M,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,16.0,16.0,Standard
6042,2677,2015-02-14,15:27:42,Saturday,Weekend,Feb,Q1,Afternoon,brie_carre_s,The Brie Carre Pizza,Supreme,S,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",Veg,1,Small,23.65,23.65,Premium
6043,2677,2015-02-14,15:27:42,Saturday,Weekend,Feb,Q1,Afternoon,cali_ckn_m,The California Chicken Pizza,Chicken,M,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,16.75,16.75,Standard
6044,2677,2015-02-14,15:27:42,Saturday,Weekend,Feb,Q1,Afternoon,ital_supr_s,The Italian Supreme Pizza,Supreme,S,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
6045,2677,2015-02-14,15:27:42,Saturday,Weekend,Feb,Q1,Afternoon,thai_ckn_s,The Thai Chicken Pizza,Chicken,S,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,12.75,12.75,Standard
6046,2678,2015-02-14,15:47:53,Saturday,Weekend,Feb,Q1,Afternoon,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6047,2679,2015-02-14,16:01:35,Saturday,Weekend,Feb,Q1,Afternoon,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6048,2680,2015-02-14,16:10:21,Saturday,Weekend,Feb,Q1,Afternoon,cali_ckn_m,The California Chicken Pizza,Chicken,M,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,16.75,16.75,Standard
6049,2681,2015-02-14,16:39:19,Saturday,Weekend,Feb,Q1,Afternoon,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6050,2682,2015-02-14,16:40:26,Saturday,Weekend,Feb,Q1,Afternoon,sicilian_l,The Sicilian Pizza,Supreme,L,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
6051,2683,2015-02-14,16:56:35,Saturday,Weekend,Feb,Q1,Afternoon,calabrese_m,The Calabrese Pizza,Supreme,M,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",Non-Veg,1,Small,16.25,16.25,Standard
6052,2683,2015-02-14,16:56:35,Saturday,Weekend,Feb,Q1,Afternoon,pepperoni_s,The Pepperoni Pizza,Classic,S,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,9.75,9.75,Budget
6053,2684,2015-02-14,17:02:18,Saturday,Weekend,Feb,Q1,Afternoon,ckn_alfredo_m,The Chicken Alfredo Pizza,Chicken,M,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,16.75,16.75,Standard
6054,2685,2015-02-14,17:15:58,Saturday,Weekend,Feb,Q1,Afternoon,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
6055,2685,2015-02-14,17:15:58,Saturday,Weekend,Feb,Q1,Afternoon,spinach_fet_s,The Spinach And Feta Pizza,Veggie,S,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,12.0,12.0,Standard
6056,2686,2015-02-14,17:23:06,Saturday,Weekend,Feb,Q1,Afternoon,ital_cpcllo_l,The Italian Capocollo Pizza,Classic,L,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,20.5,20.5,Premium
6057,2687,2015-02-14,17:31:20,Saturday,Weekend,Feb,Q1,Afternoon,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
6058,2688,2015-02-14,17:43:28,Saturday,Weekend,Feb,Q1,Afternoon,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6059,2689,2015-02-14,17:48:59,Saturday,Weekend,Feb,Q1,Afternoon,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6060,2689,2015-02-14,17:48:59,Saturday,Weekend,Feb,Q1,Afternoon,veggie_veg_s,The Vegetables + Vegetables Pizza,Veggie,S,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,12.0,12.0,Standard
6061,2690,2015-02-14,17:49:26,Saturday,Weekend,Feb,Q1,Afternoon,bbq_ckn_s,The Barbecue Chicken Pizza,Chicken,S,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,12.75,12.75,Standard
6062,2690,2015-02-14,17:49:26,Saturday,Weekend,Feb,Q1,Afternoon,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
6063,2691,2015-02-14,17:52:15,Saturday,Weekend,Feb,Q1,Afternoon,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
6064,2692,2015-02-14,17:55:07,Saturday,Weekend,Feb,Q1,Afternoon,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
6065,2692,2015-02-14,17:55:07,Saturday,Weekend,Feb,Q1,Afternoon,green_garden_s,The Green Garden Pizza,Veggie,S,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,12.0,12.0,Standard
6066,2692,2015-02-14,17:55:07,Saturday,Weekend,Feb,Q1,Afternoon,hawaiian_s,The Hawaiian Pizza,Classic,S,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,10.5,10.5,Budget
6067,2692,2015-02-14,17:55:07,Saturday,Weekend,Feb,Q1,Afternoon,ital_cpcllo_m,The Italian Capocollo Pizza,Classic,M,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,16.0,16.0,Standard
6068,2693,2015-02-14,18:01:21,Saturday,Weekend,Feb,Q1,Evening,calabrese_l,The Calabrese Pizza,Supreme,L,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
6069,2693,2015-02-14,18:01:21,Saturday,Weekend,Feb,Q1,Evening,ital_cpcllo_s,The Italian Capocollo Pizza,Classic,S,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,12.0,12.0,Standard
6070,2693,2015-02-14,18:01:21,Saturday,Weekend,Feb,Q1,Evening,mexicana_m,The Mexicana Pizza,Veggie,M,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,16.0,16.0,Standard
6071,2693,2015-02-14,18:01:21,Saturday,Weekend,Feb,Q1,Evening,soppressata_s,The Soppressata Pizza,Supreme,S,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
6072,2694,2015-02-14,18:10:04,Saturday,Weekend,Feb,Q1,Evening,calabrese_l,The Calabrese Pizza,Supreme,L,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
6073,2695,2015-02-14,18:15:16,Saturday,Weekend,Feb,Q1,Evening,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6074,2695,2015-02-14,18:15:16,Saturday,Weekend,Feb,Q1,Evening,cali_ckn_s,The California Chicken Pizza,Chicken,S,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,12.75,12.75,Standard
6075,2696,2015-02-14,18:32:58,Saturday,Weekend,Feb,Q1,Evening,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
6076,2696,2015-02-14,18:32:58,Saturday,Weekend,Feb,Q1,Evening,sicilian_l,The Sicilian Pizza,Supreme,L,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
6077,2696,2015-02-14,18:32:58,Saturday,Weekend,Feb,Q1,Evening,the_greek_xl,The Greek Pizza,Classic,XL,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,25.5,25.5,Premium
6078,2697,2015-02-14,18:43:18,Saturday,Weekend,Feb,Q1,Evening,hawaiian_m,The Hawaiian Pizza,Classic,M,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,13.25,13.25,Standard
6079,2697,2015-02-14,18:43:18,Saturday,Weekend,Feb,Q1,Evening,mexicana_m,The Mexicana Pizza,Veggie,M,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,16.0,16.0,Standard
6080,2697,2015-02-14,18:43:18,Saturday,Weekend,Feb,Q1,Evening,soppressata_l,The Soppressata Pizza,Supreme,L,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
6081,2697,2015-02-14,18:43:18,Saturday,Weekend,Feb,Q1,Evening,spicy_ital_s,The Spicy Italian Pizza,Supreme,S,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,12.5,12.5,Standard
6082,2698,2015-02-14,18:43:20,Saturday,Weekend,Feb,Q1,Evening,ckn_pesto_l,The Chicken Pesto Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6083,2698,2015-02-14,18:43:20,Saturday,Weekend,Feb,Q1,Evening,spin_pesto_s,The Spinach Pesto Pizza,Veggie,S,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,12.5,12.5,Standard
6084,2699,2015-02-14,18:44:17,Saturday,Weekend,Feb,Q1,Evening,four_cheese_m,The Four Cheese Pizza,Veggie,M,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,14.75,14.75,Standard
6085,2699,2015-02-14,18:44:17,Saturday,Weekend,Feb,Q1,Evening,mexicana_m,The Mexicana Pizza,Veggie,M,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,16.0,16.0,Standard
6086,2699,2015-02-14,18:44:17,Saturday,Weekend,Feb,Q1,Evening,sicilian_m,The Sicilian Pizza,Supreme,M,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,16.25,16.25,Standard
6087,2699,2015-02-14,18:44:17,Saturday,Weekend,Feb,Q1,Evening,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6088,2700,2015-02-14,18:47:34,Saturday,Weekend,Feb,Q1,Evening,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
6089,2700,2015-02-14,18:47:34,Saturday,Weekend,Feb,Q1,Evening,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
6090,2700,2015-02-14,18:47:34,Saturday,Weekend,Feb,Q1,Evening,green_garden_s,The Green Garden Pizza,Veggie,S,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,12.0,12.0,Standard
6091,2700,2015-02-14,18:47:34,Saturday,Weekend,Feb,Q1,Evening,mediterraneo_m,The Mediterranean Pizza,Veggie,M,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,16.0,16.0,Standard
6092,2701,2015-02-14,18:53:37,Saturday,Weekend,Feb,Q1,Evening,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
6093,2702,2015-02-14,18:54:29,Saturday,Weekend,Feb,Q1,Evening,calabrese_l,The Calabrese Pizza,Supreme,L,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
6094,2702,2015-02-14,18:54:29,Saturday,Weekend,Feb,Q1,Evening,classic_dlx_l,The Classic Deluxe Pizza,Classic,L,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,20.5,20.5,Premium
6095,2702,2015-02-14,18:54:29,Saturday,Weekend,Feb,Q1,Evening,southw_ckn_m,The Southwest Chicken Pizza,Chicken,M,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,16.75,16.75,Standard
6096,2703,2015-02-14,19:11:09,Saturday,Weekend,Feb,Q1,Evening,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
6097,2704,2015-02-14,19:11:21,Saturday,Weekend,Feb,Q1,Evening,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6098,2705,2015-02-14,19:34:31,Saturday,Weekend,Feb,Q1,Evening,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
6099,2705,2015-02-14,19:34:31,Saturday,Weekend,Feb,Q1,Evening,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
6100,2705,2015-02-14,19:34:31,Saturday,Weekend,Feb,Q1,Evening,mexicana_s,The Mexicana Pizza,Veggie,S,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,12.0,12.0,Standard
6101,2705,2015-02-14,19:34:31,Saturday,Weekend,Feb,Q1,Evening,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6102,2706,2015-02-14,19:35:44,Saturday,Weekend,Feb,Q1,Evening,ital_veggie_m,The Italian Vegetables Pizza,Veggie,M,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,16.75,16.75,Standard
6103,2707,2015-02-14,19:35:46,Saturday,Weekend,Feb,Q1,Evening,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
6104,2707,2015-02-14,19:35:46,Saturday,Weekend,Feb,Q1,Evening,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
6105,2707,2015-02-14,19:35:46,Saturday,Weekend,Feb,Q1,Evening,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
6106,2707,2015-02-14,19:35:46,Saturday,Weekend,Feb,Q1,Evening,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
6107,2708,2015-02-14,19:40:04,Saturday,Weekend,Feb,Q1,Evening,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
6108,2708,2015-02-14,19:40:04,Saturday,Weekend,Feb,Q1,Evening,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
6109,2708,2015-02-14,19:40:04,Saturday,Weekend,Feb,Q1,Evening,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
6110,2708,2015-02-14,19:40:04,Saturday,Weekend,Feb,Q1,Evening,prsc_argla_s,The Prosciutto And Arugula Pizza,Supreme,S,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,12.5,12.5,Standard
6111,2709,2015-02-14,19:44:58,Saturday,Weekend,Feb,Q1,Evening,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
6112,2709,2015-02-14,19:44:58,Saturday,Weekend,Feb,Q1,Evening,green_garden_s,The Green Garden Pizza,Veggie,S,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,12.0,12.0,Standard
6113,2709,2015-02-14,19:44:58,Saturday,Weekend,Feb,Q1,Evening,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
6114,2709,2015-02-14,19:44:58,Saturday,Weekend,Feb,Q1,Evening,mexicana_m,The Mexicana Pizza,Veggie,M,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,16.0,16.0,Standard
6115,2710,2015-02-14,20:00:00,Saturday,Weekend,Feb,Q1,Evening,ckn_alfredo_m,The Chicken Alfredo Pizza,Chicken,M,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,16.75,16.75,Standard
6116,2710,2015-02-14,20:00:00,Saturday,Weekend,Feb,Q1,Evening,green_garden_l,The Green Garden Pizza,Veggie,L,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,20.25,20.25,Premium
6117,2710,2015-02-14,20:00:00,Saturday,Weekend,Feb,Q1,Evening,southw_ckn_s,The Southwest Chicken Pizza,Chicken,S,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,12.75,12.75,Standard
6118,2710,2015-02-14,20:00:00,Saturday,Weekend,Feb,Q1,Evening,the_greek_xl,The Greek Pizza,Classic,XL,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,25.5,25.5,Premium
6119,2711,2015-02-14,20:00:33,Saturday,Weekend,Feb,Q1,Evening,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
6120,2711,2015-02-14,20:00:33,Saturday,Weekend,Feb,Q1,Evening,pepperoni_s,The Pepperoni Pizza,Classic,S,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,9.75,9.75,Budget
6121,2711,2015-02-14,20:00:33,Saturday,Weekend,Feb,Q1,Evening,peppr_salami_s,The Pepper Salami Pizza,Supreme,S,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
6122,2711,2015-02-14,20:00:33,Saturday,Weekend,Feb,Q1,Evening,spinach_supr_m,The Spinach Supreme Pizza,Supreme,M,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,16.5,16.5,Standard
6123,2712,2015-02-14,20:52:05,Saturday,Weekend,Feb,Q1,Evening,ital_supr_s,The Italian Supreme Pizza,Supreme,S,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
6124,2712,2015-02-14,20:52:05,Saturday,Weekend,Feb,Q1,Evening,the_greek_m,The Greek Pizza,Classic,M,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,16.0,16.0,Standard
6125,2713,2015-02-14,21:08:21,Saturday,Weekend,Feb,Q1,Night,calabrese_m,The Calabrese Pizza,Supreme,M,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",Non-Veg,1,Small,16.25,16.25,Standard
